;Unnamed: 0;Summons Number;Plate ID;Registration State;Plate Type;Issue Date;Violation Code;Vehicle Body Type;Vehicle Make;Issuing Agency;Street Code1;Street Code2;Street Code3;Vehicle Expiration Date;Violation Location;Violation Precinct;Issuer Precinct;Issuer Code;Issuer Command;Issuer Squad;Violation Time;Time First Observed;Violation County;Violation In Front Of Or Opposite;Number;Street;Intersecting Street;Date First Observed;Law Section;Sub Division;Violation Legal Code;Days Parking In Effect    ;From Hours In Effect;To Hours In Effect;Vehicle Color;Unregistered Vehicle?;Vehicle Year;Meter Number;Feet From Curb;Violation Post Code;Violation Description;No Standing or Stopping Violation;Hydrant Violation;Double Parking Violation
270;540807;7205579284;DDR2905;NY;PAS;08/14/2013;38;4DSD;HONDA;T;6880;9280;9330;20150202;66.0;66;66;358177;T302;O;1254P;;K;F;5404;18th Ave;;0.0;408.0;h1;;YYYYY;0900A;0700P;BLUE;;2008.0;;0.0;40 -;38-Failure to Display Muni Rec;;;
277;8071801;7502677744;CUP9925;NY;PAS;05/19/2014;70;4DSD;ME/BE;T;68930;29830;20110;20140510;84.0;84;84;343920;T301;G;0330P;;K;O;199;Pacific St;;0.0;408.0;j3;;YYYYYYY;;;GY;;1985.0;;0.0;05 3;70A-Reg. Sticker Expired (NYS);;;
288;2908842;7968360183;GCZ9316;NY;PAS;11/05/2013;37;4DSD;HONDA;T;59430;13930;6880;20141219;66.0;66;66;357334;T302;E;1105A;1044A;K;F;946;McDonald Ave;;0.0;408.0;h1;;Y;0900P;0700P;GY;;2012.0;360-2924;0.0;40 -;37-Expired Muni Meter;;;
289;5793318;7018868592;JGM8964;NJ;PAS;03/03/2014;38;4DSD;TOYOT;T;22240;41330;11180;88888888;43.0;43;43;359304;T202;D;1256P;;BX;F;1916;Cross Bronx Expy;;0.0;408.0;h1;;Y;0900A;0700P;WHITE;;0.0;;0.0;05P;38-Failure to Display Muni Rec;;;
290;1143381;7141970654;647WEB;CT;PAS;09/06/2013;20;4DSD;JAGUA;T;77930;40930;18630;20130088;67.0;67;67;355151;T302;Q;1038A;;K;F;24;Snyder Ave;;0.0;408.0;d;;YYYYYYY;;;BLUE;;0.0;;0.0;C -;20A-No Parking (Non-COM);;;
291;143514;7726127879;FAZ3739;NY;PAS;07/30/2013;17;4DSD;CHEVR;T;0;40404;40404;20140510;109.0;109;109;357687;T401;F;0140P;;Q;I;;Flushing Lot #1;;0.0;408.0;c4;;YYYYYYY;;;BLACK;;2005.0;;0.0;01-P;17-No Stand (exc auth veh);;;
295;8982494;8002510306;DBJ4202;NJ;PAS;06/20/2014;14;4DSD;LEXUS;T;34030;10910;33390;88888888;6.0;6;6;345454;T800;A2;1108P;;NY;F;412;W 13th St;;0.0;408.0;c;;YYYYYYY;1100P;0600A;BLACK;;0.0;;0.0;A 77;14-No Standing;;;
296;8290407;4600510690;GLA9585;NY;PAS;05/27/2014;36;4DSD;HONDA;V;0;0;0;0;;0;0;0;;;1231P;;;;;EB BCH CHANNEL DR BC;H108 ST - BCH97 ST;0.0;1180.0;B;T;;;;RD;;2013.0;;0.0;;PHTO SCHOOL ZN SPEED VIOLATION;;;
297;2913374;7100155885;EBC3849;NY;PAS;11/05/2013;37;4DSD;INFIN;T;61090;16890;16990;20150701;115.0;115;115;356979;T401;B;0117P;0110P;Q;O;82-12;Roosevelt Ave;;0.0;408.0;h1;;Y;0900A;0700P;BLACK;;2012.0;412-2341;0.0;20-P;37-Expired Muni Meter;;;
305;3274096;7022703140;390ZX0;CT;PAS;11/18/2013;40;4DSD;NISSA;T;0;0;0;88880588;52.0;52;52;355684;T801;B;0832P;;BX;I;W;Valentine Ave;15ft N/of E 202nd St;0.0;408.0;e2;;YYYYYYY;;;WHITE;;0.0;;0.0;04 -;40-Fire Hydrant;;;
307;263799;5069927620;FMC7177;NY;PAS;08/03/2013;7;4DSD;AUDI;V;0;0;0;0;;0;0;0;;;1202P;;;;;W. FORDHAM RD.(W/B)@;CEDAR AVE.-XU-3;0.0;1111.0;D;T;;;;BK;;2008.0;;0.0;;FAILURE TO STOP AT RED LIGHT;;;
312;3259460;7826318634;9447TM;ME;PAS;11/16/2013;37;4DSD;AUDI;T;17410;13610;27800;20140288;13.0;13;13;358653;T102;J;0300P;0253P;NY;O;61;E 21st St;;0.0;408.0;h1;;Y;0800A;0700A;BLACK;;0.0;145-7294;0.0;99 -;37-Expired Muni Meter;;;
318;8708789;7728998780;GMU1276;NY;PAS;06/11/2014;16;4DSD;CHEVR;T;42730;46530;12830;20160323;75.0;75;75;355244;T301;P;0348P;;K;F;3130;Fulton St;;0.0;408.0;k2;;YYYYY;0800A;0600P;GY;;2006.0;;0.0;W 31;16A-No Std (Com Veh) Non-COM;;;
321;1798876;7920781000;FLL2792;NY;PAS;09/28/2013;64;4DSD;INFIN;T;13610;34570;34590;20150410;14.0;14;14;350285;T106;I;0231A;;NY;F;1440;Broadway;;0.0;408.0;C8;;;;;WH;;2008.0;;0.0;99 -;64-No STD Ex Con/DPL, D/S Dec;;;
322;5841274;7024300530;EAS3652;NY;PAS;03/04/2014;21;4DSD;TOYOT;T;67820;26610;26640;20150619;44.0;44;44;357708;T201;M;0942A;;BX;O;1046;Teller Ave;;0.0;408.0;d1;;Y  Y;0930A;1100A;GY;;2010.0;;0.0;F 21;21-No Parking (street clean);;;
323;5519052;7831586970;98485PA;NY;IRP;02/21/2014;14;4DSD;MACK;T;24890;0;0;20140930;18.0;18;18;355682;T106;GP;1004P;;NY;I;W;Lexington Ave;40ft N/of E 53rd St;0.0;408.0;c;;YYYYYYY;;;WHITE;;0.0;;0.0;99 6;14-No Standing;;;
326;1069269;4001743322;GJB6160;NY;PAS;09/03/2013;5;4DSD;ME/BE;V;0;0;0;0;;0;0;0;;;0208P;;;;;EB E 34ST ST @ PARK;AVE;0.0;1111.0;C;T;;;;WH;;2003.0;;0.0;;BUS LANE VIOLATION;;;
329;713352;7815580828;NYC139;NY;OMT;08/21/2013;21;4DSD;LINCO;T;35130;14580;14630;20140531;61.0;61;61;347615;T302;Q;0944A;;K;F;2025;E 8th St;;0.0;408.0;d1;;Y;0930A;1100A;BK;;2006.0;;0.0;33 -;21-No Parking (street clean);;;
334;4433252;7095252671;GKR3994;NY;PAS;12/13/2013;74;4DSD;BMW;T;34030;10910;33390;20151128;6.0;6;6;331733;T800;A2;0904P;;NY;O;421;W 13th St;;0.0;408.0;j2;;;;;BK;;2014.0;;0.0;B -;74-Missing Display Plate;;;
335;5291814;7090376369;ADU8006;NY;PAS;02/10/2014;20;4DSD;NISSA;T;39260;50315;11090;20150515;111.0;111;111;357369;T401;N;0630P;;Q;F;50-47;Cloverdale Blvd;;0.0;408.0;d;;YYYYYYY;0600P;0800P;BR;;2011.0;;0.0;C -;20A-No Parking (Non-COM);;;
344;1985349;7065404470;ARB9473;NY;PAS;10/04/2013;14;4DSD;HONDA;T;29430;22680;68530;20150801;60.0;60;60;358220;T302;N;1130A;;K;O;200;Corbin Pl;;0.0;408.0;c;;YYYYYYY;;;TN;;2013.0;;0.0;41 -;14-No Standing;;;
349;1224069;7187090742;219VN3;MA;999;09/09/2013;21;4DSD;FORD;T;7040;8040;37290;20150388;114.0;114;114;333007;T401;M;0814A;;Q;F;31-75;23rd St;;0.0;408.0;d1;;Y;0800A;0830A;BLACK;;0.0;;0.0;E -;21-No Parking (street clean);;;
351;6232734;7727128983;12437050;GA;PAS;03/17/2014;21;4DSD;BMW;T;40030;32030;29330;20140088;83.0;83;83;346199;T301;L;0902A;;K;O;693;Evergreen Ave;;0.0;408.0;d1;;Y  Y;0800A;0930A;GREY;;0.0;;0.0;A 31;21-No Parking (street clean);;;
355;5798114;7517960489;GJU4472;NY;PAS;03/03/2014;40;4DSD;NISSA;T;36420;51120;27630;20150822;52.0;52;52;357734;T201;O;0254P;;BX;F;2874;Grand Concourse;;0.0;408.0;e2;;YYYYYYY;;;BLACK;;2013.0;;0.0;W 21;40-Fire Hydrant;;;
359;7201596;7685034736;EGT3795;NY;PAS;04/27/2014;70;4DSD;TOYOT;T;72430;10975;5580;20140423;72.0;72;72;355076;T302;L;0926A;;K;F;205;Prospect Ave;;0.0;408.0;j3;;YYYYYYY;;;GY;;2007.0;;0.0;J 32;70A-Reg. Sticker Expired (NYS);;;
364;3790490;7628589960;GCN8967;NY;PAS;01/09/2014;71;4DSD;NISSA;T;59990;15740;15840;20141221;112.0;112;112;357757;T401;J;0444P;;Q;F;112-33;Queens Blvd;;0.0;408.0;j6;;YYYYYYY;;;BR;;2013.0;;0.0;57-P;71A-Insp Sticker Expired (NYS);;;
365;4660267;7973114762;351ZUO;CT;PAS;12/01/2013;40;4DSD;FORD;T;18650;10010;45590;20130088;19.0;19;19;356184;T103;F;0812A;;NY;O;431;E 83rd St;;0.0;408.0;e2;;YYYYYYY;;;WHITE;;0.0;;10.0;CC1;40-Fire Hydrant;;;
369;8355585;7757115978;DXX5017;NY;PAS;05/29/2014;71;4DSD;SUBAR;T;26170;20890;53890;20150115;105.0;105;105;340127;T402;L;1043A;;Q;F;116-30;207th St;;0.0;408.0;j6;;YYYYYYY;;;BL;;2003.0;;0.0;N 42;71A-Insp Sticker Expired (NYS);;;
371;1998008;7837979667;EKJ3636;NY;PAS;10/04/2013;38;4DSD;NISSA;T;18050;0;0;20140808;17.0;17;17;341298;T106;J;1126P;;NY;I;S;E 53rd St;45ft E/of Park Ave;0.0;408.0;h1;;YYYYY;0600P;1200A;WH;;2012.0;;0.0;CC1;38-Failure to Display Muni Rec;;;
376;1189163;7570689835;E32CHN;NJ;PAS;09/07/2013;38;4DSD;LEXUS;T;73970;78490;23800;88888888;43.0;43;43;357766;T202;D;0552P;;BX;F;1491;West Ave;;0.0;408.0;h1;;Y;0900A;0700P;GOLD;;0.0;;0.0;04P;38-Failure to Display Muni Rec;;;
378;7666523;7991124757;AHC9006;NY;PAS;05/05/2014;38;4DSD;CADIL;T;8730;6380;6480;20150816;66.0;66;66;358616;T302;E;0345P;;K;O;1311;43rd St;;0.0;408.0;h1;;YYYYY;0900A;0700P;SILVE;;2005.0;;0.0;01 3;38-Failure to Display Muni Rec;;;
380;5323257;7114908556;BG7W924;TX;PAS;02/11/2014;16;4DSD;LEXUS;T;52130;31530;81930;20141088;83.0;83;83;332408;T301;L;0642A;;K;F;159;Irving Ave;;0.0;408.0;k2;;YYYY;0500A;0500P;GREY;;0.0;;0.0;P -;16A-No Std (Com Veh) Non-COM;;;
383;7049424;7121512609;ETP4599;NY;PAS;04/20/2014;14;4DSD;TOYOT;T;13590;20430;12950;20150707;1.0;1;1;346381;T105;E;0136P;;NY;O;41;Broad St;;0.0;408.0;c;;YYYYYYY;;;GREY;;1996.0;;0.0;009;14-No Standing;;;
386;7590121;7738685864;FZF8393;NY;OMS;05/02/2014;21;4DSD;NISSA;T;42730;70030;23530;20140930;81.0;81;81;350428;T301;M;0844A;;K;F;1870;Fulton St;;0.0;408.0;d1;;Y  Y;0800A;0930A;GY;;2012.0;;0.0;K 31;21-No Parking (street clean);;;
393;8048306;7303171848;ETA7428;NY;PAS;05/18/2014;40;4DSD;MERCU;T;35630;15710;11710;20150720;24.0;24;24;355313;T103;CC;0416P;;NY;O;175;W 93rd St;;0.0;408.0;e2;;YYYYYYY;;;TN;;2002.0;;3.0;17 7;40-Fire Hydrant;;;
395;7011477;7024951849;FWV2720;NY;PAS;04/09/2014;71;4DSD;HONDA;T;26130;21520;50320;20140404;40.0;40;40;359293;T201;H;1218P;;BX;O;383;E 149th St;;0.0;408.0;j6;;YYYYYYY;;;BK;;2008.0;;0.0;68 2;71A-Insp Sticker Expired (NYS);;;
403;7881096;7891943916;FZS8072;NY;PAS;05/12/2014;31;4DSD;INFIN;T;34830;10410;10510;20140830;18.0;18;18;349576;T106;H;0528P;;NY;O;25;W 53rd St;;0.0;408.0;l3;;YYYYY;0700A;0600P;GY;;2008.0;;0.0;114;31-No Stand (Com. Mtr. Zone);;;
404;7083646;7295503006;EMW3272;NY;PAS;04/24/2014;21;4DSD;TOYOT;T;6930;18950;5880;20150531;78.0;78;78;352979;T302;Q;0913A;;K;F;401;18th St;;0.0;408.0;d1;;Y;0830A;1000A;WH;;2007.0;;0.0;C1 3;21-No Parking (street clean);;;
406;7490997;7403566774;EWD5582;NY;PAS;04/29/2014;50;4DSD;NISSA;T;0;0;0;20160122;46.0;46;46;356975;T201;M;0643A;;BX;I;S;W 180th St;0ft W/of University;0.0;408.0;e5;;;;;WH;;2007.0;;0.0;D 21;50-Crosswalk;;;
412;4790062;7547100508;DH444U;NY;PAS;12/05/2013;21;4DSD;NISSA;T;59530;85330;83330;20140130;79.0;79;79;346210;T301;L;1008A;;K;F;195;Mac Donough St;;0.0;408.0;d1;;Y  Y;0900A;1030A;GR;;0.0;;0.0;K -;21-No Parking (street clean);;;
417;4117230;7977969932;T513304C;NY;OMT;01/20/2014;16;4DSD;CHRYS;T;18130;10010;32080;88888888;19.0;19;19;358119;T503;E1;0125P;;NY;F;447;E 57th St;;0.0;408.0;k2;;YYYYY;0800A;0600P;BLACK;;0.0;;0.0;17 -;16A-No Std (Com Veh) Non-COM;;;
419;8053435;7015504972;WTB2265;VA;PAS;05/19/2014;21;4DSD;CHEVR;T;0;0;0;20150488;33.0;33;33;345331;T103;A;0937A;;NY;I;W;Harlem River Dr Ramp;500ft N/of W 155th S;0.0;408.0;d1;;Y;0930A;1100A;GREY;;0.0;;0.0;CC2;21-No Parking (street clean);;;
422;3895219;7411093890;JHE1180;PA;PAS;01/13/2014;14;4DSD;HONDA;T;76650;36320;70620;88880088;52.0;52;52;358144;T201;E;1103A;;BX;F;81;W Fordham Rd;;0.0;408.0;c;;YYYYY;0700A;1200A;WHITE;;0.0;;0.0;02 -;14-No Standing;;;
423;8094978;7685912247;GJT7469;NY;PAS;05/20/2014;98;4DSD;FORD;T;86630;55330;56230;20150904;67.0;67;67;358230;T302;D;0201P;;K;F;756;Utica Ave;;0.0;408.0;f2;;;;;WHITE;;2011.0;;0.0;35 3;98-Obstructing Driveway;;;
426;4686836;5071898251;BDH1608;NY;PAS;12/01/2013;7;4DSD;HONDA;V;0;0;0;0;;0;0;0;;;1031P;;;;;PENNSYLVANIA AVE.(N/;B)@LINDEN BLVD.-LU-3;0.0;1111.0;D;T;;;;GY;;2013.0;;0.0;;FAILURE TO STOP AT RED LIGHT;;;
436;527264;7432647689;GCR5045;NY;PAS;08/14/2013;21;4DSD;CHEVR;T;0;0;0;20150205;49.0;49;49;358665;T202;B;1246P;;BX;I;W;Bronx Park East;90ft S/of Allerton A;0.0;408.0;d1;;Y;1130A;0100P;GY;;2001.0;;0.0;11A;21-No Parking (street clean);;;
439;8069751;7235591766;EEH6725;NY;PAS;05/19/2014;38;4DSD;TOYOT;T;5280;11230;11280;20160221;68.0;68;68;356501;T302;F;1053A;;K;F;9311;3rd Ave;;0.0;408.0;h1;;Y;0830A;0700P;TN;;2005.0;;0.0;32 3;38-Failure to Display Muni Rec;;;
440;8967393;7004584574;EHN8332;NY;PAS;06/20/2014;21;4DSD;CHEVR;T;16290;0;0;88888888;114.0;114;114;358574;T401;D;0839A;;Q;I;W;78th St;30ft S/of 21st Ave;0.0;408.0;d1;;Y;0830A;1000A;BROWN;;2008.0;;0.0;34 4;21-No Parking (street clean);;;
443;4354150;7625106445;T508427C;NY;OMT;01/31/2014;20;4DSD;LINCO;T;64290;28790;7240;20140228;114.0;114;114;354064;T803;A;1038P;;Q;O;2425;Steinway St;;0.0;408.0;d;;YYYYYYY;;;BK;;2006.0;;0.0;S -;20A-No Parking (Non-COM);;;
452;501879;7817141411;GEP9681;NY;PAS;08/13/2013;50;4DSD;NISSA;T;0;0;0;20150128;115.0;115;115;357775;T401;D;0946A;;Q;I;W;97th St;0ft N/of 34th Ave;0.0;408.0;e5;;;;;BLACK;;2005.0;;0.0;21 -;50-Crosswalk;;;
455;6195138;7694340927;FSD2362;NY;PAS;03/15/2014;38;4DSD;CHEVR;T;90880;54220;14680;20150918;62.0;62;62;358842;T302;E;0938A;;K;F;2171;W 8th St;;0.0;408.0;h1;;Y;0900A;0700P;GY;;2010.0;;0.0;06 3;38-Failure to Display Muni Rec;;;
459;5452592;7519161432;K79ANT;NJ;PAS;02/19/2014;20;4DSD;HONDA;T;54000;0;0;88888888;94.0;94;94;346124;T301;M;0808A;;K;I;E;Kent Ave;30ft S/of N 5th St;0.0;408.0;d;;YYYYY;0800A;0600P;SILVE;;0.0;;0.0;A 31;20A-No Parking (Non-COM);;;
460;3170153;7231574762;GCD8499;NY;PAS;11/14/2013;37;4DSD;TOYOT;T;6680;8930;8980;20141017;66.0;66;66;350442;T302;K;0153P;0117P;K;F;4721;16th Ave;;0.0;408.0;h1;;YYYY;0900A;0700P;GY;;2012.0;360-2986;0.0;01 -;37-Expired Muni Meter;;;
461;4799615;7507105842;FGE1455;NY;PAS;12/24/2013;21;4DSD;VOLKS;T;47630;85730;85330;20141222;79.0;79;79;357341;T301;E;0108P;;K;F;160;Hart St;;0.0;408.0;d1;;Y  Y;1200A;0130P;SILVE;;0.0;;0.0;10 -;21-No Parking (street clean);;;
467;2896428;7987580326;902Z0B;CT;PAS;11/04/2013;40;4DSD;LEXUS;T;11710;36370;36390;20130088;32.0;32;32;347674;T103;AA;0756A;;NY;F;1425;Amsterdam Ave;;0.0;408.0;e2;;YYYYYYY;;;GREY;;0.0;;6.0;O -;40-Fire Hydrant;;;
468;5531175;7789167558;EYF5349;NY;PAS;02/21/2014;20;4DSD;TOYOT;T;5790;8590;8690;20140601;114.0;114;114;355272;T401;L;0732A;;Q;O;35-03;12th St;;0.0;408.0;d;;YYYYY;0700A;0700P;BK;;2013.0;;0.0;H 41;20A-No Parking (Non-COM);;;
469;9013696;7436314415;GNB1969;NY;PAS;06/23/2014;20;4DSD;VOLKS;T;16290;0;0;20160403;106.0;106;106;358116;T402;P;0146P;;Q;I;E;78th St;120ft N/of Glenmore;0.0;408.0;d;;YYYYY;0800A;0400P;BL;;2003.0;;0.0;O 42;20A-No Parking (Non-COM);;;
481;2736325;7181911648;GHG6178;NY;PAS;10/30/2013;20;4DSD;HONDA;T;43920;53320;74990;20150709;50.0;50;50;346132;T201;M;0747A;;BX;O;3150;Kingsbridge Ave;;0.0;408.0;d;;YYYYYYY;;;BK;;2010.0;;0.0;B -;20A-No Parking (Non-COM);;;
483;5669993;7109939157;FZM4935;NY;PAS;02/26/2014;40;4DSD;NISSA;T;19090;0;0;20150220;115.0;115;115;349511;T401;L;0639A;;Q;I;W;98th St;45ft S/of 35th Ave;0.0;408.0;e2;;YYYYYYY;;;GY;;2007.0;;0.0;K 41;40-Fire Hydrant;;;
489;3658097;7291311081;629XT6;MA;PAS;01/02/2014;20;4DSD;NISSA;T;55690;13740;13640;20140688;104.0;104;104;333008;T401;O;0545P;;Q;F;65-20;Metropolitan Ave;;0.0;408.0;d;;YYYYY;0400P;0700P;RED;;0.0;;0.0;K -;20A-No Parking (Non-COM);;;
490;3598989;7754187127;GGY8558;NY;PAS;11/29/2013;37;4DSD;NISSA;T;53210;35580;35630;20150531;61.0;61;61;358666;T302;I;0110P;0104P;K;O;1718;Jerome Ave;;20131129.0;408.0;h1;;Y;0900A;0700P;GY;;2013.0;334-3017;0.0;46 -;37-Expired Muni Meter;;;
493;8152070;7985969998;FCL1136;NY;PAS;05/21/2014;38;4DSD;TOYOT;T;10210;17530;17550;20140815;13.0;13;13;347628;T800;B2;0925P;;NY;F;385;3rd Ave;;0.0;408.0;h1;;Y;0800A;1000P;GREY;;2010.0;;0.0;E 77;38-Failure to Display Muni Rec;;;
496;7636779;7095859401;JMY4077;PA;PAS;05/05/2014;14;4DSD;TOYOT;T;29190;37630;37690;88880088;34.0;34;34;351239;T103;L;0423P;;NY;F;133;Post Ave;;0.0;408.0;c;;YYYYYY;0700A;0600P;RED;;0.0;;0.0;01 7;14-No Standing;;;
497;5546527;7798690645;JJB6366;PA;PAS;02/22/2014;19;4DSD;CHEVR;T;65320;26550;8020;20140888;41.0;41;41;359328;T202;D;0456P;;BX;F;995;Southern Blvd;;0.0;408.0;c3;;YYYYYYY;;;SILVE;;0.0;;0.0;17P;19-No Stand (bus stop);;;
503;330475;7968606950;GZC3278;PA;PAS;08/06/2013;21;4DSD;TOYOT;T;66580;35920;56920;20130488;43.0;43;43;355143;T202;E;0936A;;BX;F;2310;Stearns St;;0.0;408.0;d1;;Y  Y;0930A;1100A;RED;;0.0;;0.0;04A;21-No Parking (street clean);;;
512;7939981;7221448619;FXA3873;NY;PAS;05/14/2014;71;4DSD;HONDA;T;28830;14080;24850;20160319;70.0;70;70;341963;T302;E;1240P;;K;F;1374;Coney Island Ave;;0.0;408.0;j6;;YYYYYYY;;;GY;;2012.0;;0.0;12 3;71A-Insp Sticker Expired (NYS);;;
514;408412;5070039600;T519832C;NY;OMT;08/09/2013;7;4DSD;TOYOT;V;0;0;0;0;;0;0;0;;;0449P;;;;;ALLERTON AVE.(E/B)@W;HITE PLAINS RD.-XM-2;0.0;1111.0;D;T;;;;BK;;2012.0;;0.0;;FAILURE TO STOP AT RED LIGHT;;;
517;3512089;7991888241;COMM263;NY;OMT;11/25/2013;13;4DSD;ME/BE;T;34970;0;0;20141031;20.0;20;20;356225;T503;E1;0107P;;NY;I;S;W 60th St;30ft W/of Broadway;0.0;408.0;c2;;YYYYY;0800A;0600P;BK;;2011.0;;0.0;C -;13-No Stand (taxi stand);;;
521;439565;7834246460;T528476C;NY;OMT;08/10/2013;38;4DSD;CHRYS;T;34050;10910;33390;20140331;10.0;10;10;358607;T102;L;1102A;;NY;F;408;W 14th St;;0.0;408.0;h1;;Y;0700A;1100P;BK;;2011.0;;0.0;12 -;38-Failure to Display Muni Rec;;;
525;6704187;7047769390;GFM9434;NY;OMS;04/05/2014;20;4DSD;DODGE;T;10110;17110;17130;20140930;9.0;9;9;358599;T101;F;0553P;;NY;O;115;2nd Ave;;0.0;408.0;d;;YYYYYYY;;;GY;;2013.0;;0.0;69 1;20A-No Parking (Non-COM);;;
526;6827202;7564768186;T606624C;NY;OMT;04/14/2014;21;4DSD;TOYOT;T;16120;26670;76450;20150228;41.0;41;41;358568;T202;A;0814A;;BX;O;1134;Bryant Ave;;0.0;408.0;d1;;Y  Y;0800A;0930A;WH;;2011.0;;0.0;17A;21-No Parking (street clean);;;
530;4125853;7754648520;FPR4861;NY;PAS;01/20/2014;38;4DSD;AUDI;T;55390;23380;52390;20150807;107.0;107;107;356326;T402;H;0919A;;Q;O;152-56;Melbourne Ave;;0.0;408.0;h1;;YYYYY;0900A;1000P;WH;;2012.0;;0.0;07 -;38-Failure to Display Muni Rec;;;
532;1989367;7236644493;FJX6622;NY;PAS;10/04/2013;70;4DSD;VOLVO;T;23230;83330;40330;20130922;94.0;94;94;351284;T301;C;0813A;;K;O;790;Broadway;;0.0;408.0;j3;;YYYYYYY;;;WHITE;;1989.0;;0.0;15 -;70A-Reg. Sticker Expired (NYS);;;
533;1590444;7998724547;91357;NY;MED;09/21/2013;21;4DSD;MAZDA;T;24690;36290;36310;20150901;32.0;32;32;349850;T103;AA;0815A;;NY;F;325;Lenox Ave;;0.0;408.0;d1;;Y;0800A;0900A;GY;;2003.0;;0.0;C -;21-No Parking (street clean);;;
539;3888802;7005283703;GDD9289;NY;PAS;01/13/2014;75;4DSD;AUDI;T;19840;0;0;20141107;115.0;115;115;354032;T401;M;0557A;;Q;I;E;105th St;5ft S/of Northern Bl;0.0;408.0;j5;;;;;GY;;1997.0;;0.0;M -;75-No Match-Plate/Reg. Sticker;;;
542;2121892;7664116338;ZSB14R;NJ;PAS;10/09/2013;38;4DSD;TOYOT;T;11710;35430;35450;88888888;20.0;20;20;356961;T103;S;0755P;;NY;F;491;Amsterdam Ave;;0.0;408.0;h1;;Y;0900A;1000P;GREY;;0.0;;0.0;C -;38-Failure to Display Muni Rec;;;
546;8639275;7580715120;H3097W;TN;PAS;06/09/2014;40;4DSD;HONDA;T;23037;25040;41700;20150288;105.0;105;105;353398;T402;M;0634A;;Q;F;17909;146th Rd;;0.0;408.0;e2;;YYYYYYY;;;OTHER;;0.0;;4.0;K 42;40-Fire Hydrant;;;
556;7178039;7619807597;FFB1000;NY;PAS;04/26/2014;71;4DSD;CHEVR;T;49420;24840;27450;20140909;52.0;52;52;359302;T201;H;1222P;;BX;F;2565;Marion Ave;;0.0;408.0;j6;;YYYYYYY;;;WH;;1998.0;;0.0;15 2;71A-Insp Sticker Expired (NYS);;;
560;4962955;7230345194;GAJ5156;NY;PAS;12/29/2013;40;4DSD;HONDA;T;35130;0;0;20140803;61.0;61;61;330578;T302;U;0925A;;K;I;N;E 8th St;60ft E/of Avenue S;0.0;408.0;e2;;YYYYYYY;;;BK;;2012.0;;0.0;N -;40-Fire Hydrant;;;
561;8775200;7445852098;GKX5311;NY;PAS;06/13/2014;38;4DSD;HONDA;T;15940;0;0;20160127;112.0;112;112;355669;T402;D;0512P;;Q;I;W;76th Rd;20ft N/of Queens Blv;0.0;408.0;h1;;Y;0830A;0700P;GY;;1998.0;;0.0;01 4;38-Failure to Display Muni Rec;;;
564;7664510;7895577207;FSY1213;NY;PAS;05/05/2014;19;4DSD;BENTL;T;18170;0;0;20160331;17.0;17;17;330924;T106;C;0950A;;NY;I;S;E 59th St;60ft W/of 3rd Ave;0.0;408.0;c3;;YYYYYYY;;;WH;;2012.0;;0.0;SI 9;19-No Stand (bus stop);;;
568;6863404;7743503800;GBV4803;NY;PAS;04/06/2014;14;4DSD;BMW;T;30800;27100;45440;20141202;1.0;1;1;352079;T105;M;1136A;;NY;O;3;Spruce St;;0.0;408.0;c;;YYYYYYY;;;BK;;2013.0;;0.0;K 99;14-No Standing;;;
569;644437;7377237636;415YUE;CT;PAS;08/19/2013;40;4DSD;HONDA;T;34210;10610;10810;20130088;13.0;13;13;350317;T108;N;1001P;;NY;F;261;W 22nd St;;0.0;408.0;e2;;YYYYYYY;;;BLUE;;0.0;;4.0;01B;40-Fire Hydrant;;;
570;7805523;7142323474;CTX1207;NY;PAS;05/09/2014;21;4DSD;KIA;T;14140;28990;36390;20140819;112.0;112;112;357710;T401;A;1136A;;Q;F;99-34;67th Rd;;0.0;408.0;d1;;Y;1130A;0100P;BL;;2013.0;;0.0;57-A;21-No Parking (street clean);;;
571;6858901;7703481348;GBY1212;NY;PAS;04/19/2014;60;4DSD;INFIN;T;76330;0;0;20140807;60.0;60;60;338858;T302;H;0139P;;K;I;S;Sheepshead Bay Rd;10ft E/of W 6th St;0.0;408.0;m2;;;;;BK;;2013.0;;0.0;E 32;60-Angle Parking;;;
577;2572121;7582730872;ESB9370;NY;PAS;10/24/2013;38;4DSD;TOYOT;T;76960;12720;45250;20150802;41.0;41;41;358565;T202;A;0638P;;BX;F;25;Westchester Sq;;0.0;408.0;h1;;Y;0800A;0700P;WHITE;;2010.0;;0.0;22P;38-Failure to Display Muni Rec;;;
587;7125388;7442717652;FPC7462;NY;PAS;04/24/2014;21;4DSD;TOYOT;T;65090;17040;17130;20150914;102.0;102;102;358199;T402;J;1217P;;Q;F;83-64;Talbot St;;0.0;408.0;d1;;Y;1200A;0130P;GY;;2010.0;;0.0;21 4;21-No Parking (street clean);;;
591;3591876;7407148235;ZGN61L;NJ;PAS;11/29/2013;20;4DSD;HONDA;T;0;0;0;88888888;52.0;52;52;358224;T201;I;0254P;;BX;I;W;Goulden Ave;270ft S/of Sedgwick;0.0;408.0;d;;YYYYYYY;;;TAN;;0.0;;0.0;T -;20A-No Parking (Non-COM);;;
